timestamp,asset_id,vibration_rms_mms,bearing_temp_c
2026-09-01 21:15:00,P-17,2.17,64.1
2026-09-01 21:30:00,P-17,2.3,64.2
2026-09-01 21:45:00,P-17,2.18,63.9
2026-09-01 22:00:00,P-17,2.03,62.7
2026-09-01 22:15:00,P-17,2.07,62.6
2026-09-01 22:30:00,P-17,2.31,63.6
2026-09-01 22:45:00,P-17,2.14,62.9
2026-09-01 23:00:00,P-17,2.52,63.0
2026-09-01 23:15:00,P-17,2.23,63.3
2026-09-01 23:30:00,P-17,2.36,64.0
2026-09-01 23:45:00,P-17,2.36,64.4
2026-09-02 00:00:00,P-17,2.56,64.4
2026-09-02 00:15:00,P-17,2.45,63.9
2026-09-02 00:30:00,P-17,2.57,64.6
2026-09-02 00:45:00,P-17,2.74,64.1
2026-09-02 01:00:00,P-17,2.61,65.1
2026-09-02 01:15:00,P-17,2.73,65.4
2026-09-02 01:30:00,P-17,2.68,64.6
2026-09-02 01:45:00,P-17,3.04,64.2
2026-09-02 02:00:00,P-17,2.73,64.9
2026-09-02 02:15:00,P-17,2.86,65.9
2026-09-02 02:30:00,P-17,2.8,65.1
2026-09-02 02:45:00,P-17,3.07,66.5
2026-09-02 03:00:00,P-17,2.8,65.0
2026-09-02 03:15:00,P-17,2.9,65.8
2026-09-02 03:30:00,P-17,3.04,65.8
2026-09-02 03:45:00,P-17,2.82,67.0
2026-09-02 04:00:00,P-17,3.18,66.2
2026-09-02 04:15:00,P-17,2.94,66.3
2026-09-02 04:30:00,P-17,2.82,66.1
2026-09-02 04:45:00,P-17,3.09,66.5
2026-09-02 05:00:00,P-17,3.07,66.9
2026-09-02 05:15:00,P-17,2.8,65.8
2026-09-02 05:30:00,P-17,3.05,67.6
2026-09-02 05:45:00,P-17,2.85,67.4
2026-09-02 06:00:00,P-17,2.78,66.4
2026-09-02 06:15:00,P-17,2.87,66.3
2026-09-02 06:30:00,P-17,2.79,67.2
2026-09-02 06:45:00,P-17,2.85,67.0
2026-09-02 07:00:00,P-17,2.74,66.9
2026-09-02 07:15:00,P-17,2.4,67.2
2026-09-02 07:30:00,P-17,2.31,66.5
2026-09-02 07:45:00,P-17,2.53,67.5
2026-09-02 08:00:00,P-17,2.42,67.9
2026-09-02 08:15:00,P-17,2.3,67.1
2026-09-02 08:30:00,P-17,2.39,67.1
2026-09-02 08:45:00,P-17,2.45,65.9
2026-09-02 09:00:00,P-17,2.26,66.4
2026-09-02 09:15:00,P-17,2.18,66.1
2026-09-02 09:30:00,P-17,2.19,66.9
2026-09-02 09:45:00,P-17,1.94,66.3
2026-09-02 10:00:00,P-17,2.06,65.9
2026-09-02 10:15:00,P-17,1.91,67.5
2026-09-02 10:30:00,P-17,2.16,66.4
2026-09-02 10:45:00,P-17,2.12,66.7
2026-09-02 11:00:00,P-17,2.11,66.2
2026-09-02 11:15:00,P-17,1.84,65.7
2026-09-02 11:30:00,P-17,2.01,66.7
2026-09-02 11:45:00,P-17,2.19,66.1
2026-09-02 12:00:00,P-17,2.14,65.8
2026-09-02 12:15:00,P-17,1.91,66.0
2026-09-02 12:30:00,P-17,1.86,66.4
2026-09-02 12:45:00,P-17,1.97,65.6
2026-09-02 13:00:00,P-17,1.97,64.7
2026-09-02 13:15:00,P-17,2.16,65.9
2026-09-02 13:30:00,P-17,2.32,65.7
2026-09-02 13:45:00,P-17,2.03,63.9
2026-09-02 14:00:00,P-17,2.08,63.7
2026-09-02 14:15:00,P-17,2.37,63.7
2026-09-02 14:30:00,P-17,2.5,63.5
2026-09-02 14:45:00,P-17,2.47,63.3
2026-09-02 15:00:00,P-17,2.6,64.5
2026-09-02 15:15:00,P-17,2.44,63.5
2026-09-02 15:30:00,P-17,2.47,63.6
2026-09-02 15:45:00,P-17,2.72,64.8
2026-09-02 16:00:00,P-17,2.71,64.7
2026-09-02 16:15:00,P-17,2.71,64.1
2026-09-02 16:30:00,P-17,2.75,64.1
2026-09-02 16:45:00,P-17,2.59,63.0
2026-09-02 17:00:00,P-17,2.79,62.5
2026-09-02 17:15:00,P-17,2.76,62.3
2026-09-02 17:30:00,P-17,2.74,63.1
2026-09-02 17:45:00,P-17,3.06,62.2
2026-09-02 18:00:00,P-17,3.04,62.3
2026-09-02 18:15:00,P-17,3.07,62.1
2026-09-02 18:30:00,P-17,2.87,62.4
2026-09-02 18:45:00,P-17,2.94,63.4
2026-09-02 19:00:00,P-17,2.93,63.4
2026-09-02 19:15:00,P-17,3.1,62.3
2026-09-02 19:30:00,P-17,3.06,62.6
2026-09-02 19:45:00,P-17,3.03,63.4
2026-09-02 20:00:00,P-17,2.86,62.3
2026-09-02 20:15:00,P-17,3.03,62.4
2026-09-02 20:30:00,P-17,2.99,62.3
2026-09-02 20:45:00,P-17,2.73,62.2
2026-09-02 21:00:00,P-17,2.9,62.9
2026-09-02 21:15:00,P-17,3.0,63.3
2026-09-02 21:30:00,P-17,2.77,62.9
2026-09-02 21:45:00,P-17,2.64,64.1
2026-09-02 22:00:00,P-17,2.64,62.9
2026-09-02 22:15:00,P-17,2.88,62.6
2026-09-02 22:30:00,P-17,2.59,63.4
2026-09-02 22:45:00,P-17,2.49,64.1
2026-09-02 23:00:00,P-17,2.38,62.9
2026-09-02 23:15:00,P-17,2.61,64.4
2026-09-02 23:30:00,P-17,2.54,64.6
2026-09-02 23:45:00,P-17,2.51,64.2
2026-09-03 00:00:00,P-17,2.38,63.5
2026-09-03 00:15:00,P-17,2.36,65.1
2026-09-03 00:30:00,P-17,2.35,63.6
2026-09-03 00:45:00,P-17,2.29,64.7
2026-09-03 01:00:00,P-17,2.35,65.2
2026-09-03 01:15:00,P-17,2.02,64.7
2026-09-03 01:30:00,P-17,2.01,65.7
2026-09-03 01:45:00,P-17,2.22,64.7
2026-09-03 02:00:00,P-17,2.16,65.4
2026-09-03 02:15:00,P-17,2.02,65.9
2026-09-03 02:30:00,P-17,1.89,64.7
2026-09-03 02:45:00,P-17,2.07,65.2
2026-09-03 03:00:00,P-17,1.86,66.3
2026-09-03 03:15:00,P-17,2.19,66.2
2026-09-03 03:30:00,P-17,2.17,65.2
2026-09-03 03:45:00,P-17,1.83,65.7
2026-09-03 04:00:00,P-17,2.08,66.6
2026-09-03 04:15:00,P-17,1.97,66.3
2026-09-03 04:30:00,P-17,2.16,66.3
2026-09-03 04:45:00,P-17,1.92,65.7
2026-09-03 05:00:00,P-17,2.15,65.9
2026-09-03 05:15:00,P-17,2.05,67.4
2026-09-03 05:30:00,P-17,2.06,66.3
2026-09-03 05:45:00,P-17,2.14,66.1
2026-09-03 06:00:00,P-17,2.47,67.0
2026-09-03 06:15:00,P-17,2.3,66.8
2026-09-03 06:30:00,P-17,2.56,67.9
2026-09-03 06:45:00,P-17,2.33,68.0
2026-09-03 07:00:00,P-17,2.57,67.4
2026-09-03 07:15:00,P-17,2.36,67.0
2026-09-03 07:30:00,P-17,2.53,67.3
2026-09-03 07:45:00,P-17,2.75,66.1
2026-09-03 08:00:00,P-17,2.86,67.5
2026-09-03 08:15:00,P-17,2.56,66.6
2026-09-03 08:30:00,P-17,2.66,67.5
2026-09-03 08:45:00,P-17,2.86,66.6
2026-09-03 09:00:00,P-17,2.98,67.4
2026-09-03 09:15:00,P-17,2.71,67.6
2026-09-03 09:30:00,P-17,2.98,67.4
2026-09-03 09:45:00,P-17,2.83,65.9
2026-09-03 10:00:00,P-17,2.91,66.7
2026-09-03 10:15:00,P-17,2.93,66.2
2026-09-03 10:30:00,P-17,3.07,65.9
2026-09-03 10:45:00,P-17,2.82,66.4
2026-09-03 11:00:00,P-17,3.19,65.2
2026-09-03 11:15:00,P-17,3.07,65.0
2026-09-03 11:30:00,P-17,3.15,65.4
2026-09-03 11:45:00,P-17,2.99,66.3
2026-09-03 12:00:00,P-17,2.85,65.4
2026-09-03 12:15:00,P-17,3.07,65.3
2026-09-03 12:30:00,P-17,2.91,66.2
2026-09-03 12:45:00,P-17,3.04,65.1
2026-09-03 13:00:00,P-17,3.0,64.7
2026-09-03 13:15:00,P-17,2.93,64.3
2026-09-03 13:30:00,P-17,2.66,64.2
2026-09-03 13:45:00,P-17,2.84,63.6
2026-09-03 14:00:00,P-17,2.65,65.4
2026-09-03 14:15:00,P-17,2.83,63.6
2026-09-03 14:30:00,P-17,2.63,63.7
2026-09-03 14:45:00,P-17,2.46,63.5
2026-09-03 15:00:00,P-17,2.56,64.9
2026-09-03 15:15:00,P-17,2.56,64.5
2026-09-03 15:30:00,P-17,2.39,64.2
2026-09-03 15:45:00,P-17,2.49,64.4
2026-09-03 16:00:00,P-17,2.32,64.3
2026-09-03 16:15:00,P-17,2.2,63.7
2026-09-03 16:30:00,P-17,2.1,63.8
2026-09-03 16:45:00,P-17,2.01,64.2
2026-09-03 17:00:00,P-17,2.2,63.2
2026-09-03 17:15:00,P-17,2.06,62.8
2026-09-03 17:30:00,P-17,2.03,63.3
2026-09-03 17:45:00,P-17,2.15,62.4
2026-09-03 18:00:00,P-17,2.19,63.2
2026-09-03 18:15:00,P-17,1.96,62.2
2026-09-03 18:30:00,P-17,2.04,62.5
2026-09-03 18:45:00,P-17,1.81,63.4
2026-09-03 19:00:00,P-17,2.13,62.5
2026-09-03 19:15:00,P-17,1.84,63.8
2026-09-03 19:30:00,P-17,2.01,63.0
2026-09-03 19:45:00,P-17,1.98,62.4
2026-09-03 20:00:00,P-17,2.05,63.3
2026-09-03 20:15:00,P-17,2.13,63.1
2026-09-03 20:30:00,P-17,1.97,64.1
2026-09-03 20:45:00,P-17,2.29,63.3
2026-09-03 21:00:00,P-17,2.35,62.7
2026-09-03 21:15:00,P-17,2.1,63.4
2026-09-03 21:30:00,P-17,2.19,64.1
2026-09-03 21:45:00,P-17,2.16,63.0
2026-09-03 22:00:00,P-17,2.17,64.0
2026-09-03 22:15:00,P-17,2.3,64.3
2026-09-03 22:30:00,P-17,2.29,64.6
2026-09-03 22:45:00,P-17,2.5,63.0
2026-09-03 23:00:00,P-17,2.47,63.5
2026-09-03 23:15:00,P-17,2.39,65.1
2026-09-03 23:30:00,P-17,2.58,64.6
2026-09-03 23:45:00,P-17,2.67,64.4
2026-09-04 00:00:00,P-17,2.73,64.3
2026-09-04 00:15:00,P-17,2.8,64.0
2026-09-04 00:30:00,P-17,2.94,64.5
2026-09-04 00:45:00,P-17,2.66,64.5
2026-09-04 01:00:00,P-17,2.76,64.6
2026-09-04 01:15:00,P-17,2.71,65.5
2026-09-04 01:30:00,P-17,3.04,66.1
2026-09-04 01:45:00,P-17,3.05,66.1
2026-09-04 02:00:00,P-17,2.93,65.3
2026-09-04 02:15:00,P-17,3.13,66.7
2026-09-04 02:30:00,P-17,2.87,66.3
2026-09-04 02:45:00,P-17,2.98,65.2
2026-09-04 03:00:00,P-17,3.2,65.8
2026-09-04 03:15:00,P-17,2.84,66.1
2026-09-04 03:30:00,P-17,3.18,65.5
2026-09-04 03:45:00,P-17,2.93,66.4
2026-09-04 04:00:00,P-17,2.99,66.4
2026-09-04 04:15:00,P-17,3.02,66.2
2026-09-04 04:30:00,P-17,2.8,67.7
2026-09-04 04:45:00,P-17,2.69,66.2
2026-09-04 05:00:00,P-17,2.68,66.5
2026-09-04 05:15:00,P-17,2.71,67.4
2026-09-04 05:30:00,P-17,2.79,66.2
2026-09-04 05:45:00,P-17,2.88,66.5
2026-09-04 06:00:00,P-17,2.47,66.1
2026-09-04 06:15:00,P-17,2.65,67.8
2026-09-04 06:30:00,P-17,2.56,67.4
2026-09-04 06:45:00,P-17,2.58,67.6
2026-09-04 07:00:00,P-17,2.42,66.2
2026-09-04 07:15:00,P-17,2.54,66.4
2026-09-04 07:30:00,P-17,2.41,67.1
2026-09-04 07:45:00,P-17,2.11,67.7
2026-09-04 08:00:00,P-17,2.23,67.5
2026-09-04 08:15:00,P-17,2.35,67.8
2026-09-04 08:30:00,P-17,2.24,66.4
2026-09-04 08:45:00,P-17,2.27,66.4
2026-09-04 09:00:00,P-17,2.0,67.3
2026-09-04 09:15:00,P-17,1.92,67.0
2026-09-04 09:30:00,P-17,2.08,66.0
2026-09-04 09:45:00,P-17,1.91,66.1
2026-09-04 10:00:00,P-17,2.01,66.3
2026-09-04 10:15:00,P-17,2.06,66.9
2026-09-04 10:30:00,P-17,1.94,66.6
2026-09-04 10:45:00,P-17,1.89,65.3
2026-09-04 11:00:00,P-17,2.08,66.8
2026-09-04 11:15:00,P-17,2.06,65.6
2026-09-04 11:30:00,P-17,1.99,66.1
2026-09-04 11:45:00,P-17,1.94,64.9
2026-09-04 12:00:00,P-17,2.23,64.9
2026-09-04 12:15:00,P-17,2.08,64.4
2026-09-04 12:30:00,P-17,2.33,65.8
2026-09-04 12:45:00,P-17,2.37,65.2
2026-09-04 13:00:00,P-17,2.1,65.4
2026-09-04 13:15:00,P-17,2.41,65.2
2026-09-04 13:30:00,P-17,2.25,65.0
2026-09-04 13:45:00,P-17,2.36,63.6
2026-09-04 14:00:00,P-17,2.21,64.3
2026-09-04 14:15:00,P-17,2.31,63.4
2026-09-04 14:30:00,P-17,2.66,65.0
2026-09-04 14:45:00,P-17,2.35,63.9
2026-09-04 15:00:00,P-17,2.55,64.6
2026-09-04 15:15:00,P-17,2.5,63.0
2026-09-04 15:30:00,P-17,2.83,63.6
2026-09-04 15:45:00,P-17,2.64,63.8
2026-09-04 16:00:00,P-17,2.62,62.9
2026-09-04 16:15:00,P-17,2.92,62.8
2026-09-04 16:30:00,P-17,3.05,62.5
2026-09-04 16:45:00,P-17,2.71,63.5
2026-09-04 17:00:00,P-17,2.92,62.4
2026-09-04 17:15:00,P-17,3.1,64.0
2026-09-04 17:30:00,P-17,3.08,63.2
2026-09-04 17:45:00,P-17,2.93,62.8
2026-09-04 18:00:00,P-17,2.92,63.0
2026-09-04 18:15:00,P-17,3.08,62.2
2026-09-04 18:30:00,P-17,2.85,62.9
2026-09-04 18:45:00,P-17,2.83,63.7
2026-09-04 19:00:00,P-17,3.03,63.7
2026-09-04 19:15:00,P-17,2.86,63.5
2026-09-04 19:30:00,P-17,2.94,63.4
2026-09-04 19:45:00,P-17,2.85,63.8
2026-09-04 20:00:00,P-17,2.8,63.8
2026-09-04 20:15:00,P-17,2.75,63.7
2026-09-04 20:30:00,P-17,2.91,63.7
2026-09-04 20:45:00,P-17,2.7,63.3
2026-09-04 21:00:00,P-17,2.69,63.9
2026-09-04 21:15:00,P-17,2.88,62.7
2026-09-04 21:30:00,P-17,2.63,64.0
2026-09-04 21:45:00,P-17,2.54,63.5
2026-09-04 22:00:00,P-17,2.62,63.5
2026-09-04 22:15:00,P-17,2.64,64.8
2026-09-04 22:30:00,P-17,2.29,63.4
2026-09-04 22:45:00,P-17,2.56,64.7
2026-09-04 23:00:00,P-17,2.35,64.4
2026-09-04 23:15:00,P-17,2.36,64.8
2026-09-04 23:30:00,P-17,2.2,64.1
2026-09-04 23:45:00,P-17,2.15,65.3
2026-09-05 00:00:00,P-17,2.13,64.4
2026-09-05 00:15:00,P-17,2.26,65.2
2026-09-05 00:30:00,P-17,2.14,66.0
2026-09-05 00:45:00,P-17,2.2,65.5
2026-09-05 01:00:00,P-17,2.12,66.0
2026-09-05 01:15:00,P-17,2.23,65.1
2026-09-05 01:30:00,P-17,1.94,65.9
2026-09-05 01:45:00,P-17,2.07,66.2
2026-09-05 02:00:00,P-17,1.95,65.7
2026-09-05 02:15:00,P-17,1.9,65.1
2026-09-05 02:30:00,P-17,1.83,66.3
2026-09-05 02:45:00,P-17,2.05,66.0
2026-09-05 03:00:00,P-17,1.86,66.5
2026-09-05 03:15:00,P-17,2.03,66.5
2026-09-05 03:30:00,P-17,1.97,66.7
2026-09-05 03:45:00,P-17,1.93,67.1
2026-09-05 04:00:00,P-17,1.92,66.8
2026-09-05 04:15:00,P-17,2.22,65.7
2026-09-05 04:30:00,P-17,2.36,65.9
2026-09-05 04:45:00,P-17,2.17,67.6
2026-09-05 05:00:00,P-17,2.32,67.7
2026-09-05 05:15:00,P-17,2.26,67.5
2026-09-05 05:30:00,P-17,2.41,67.7
2026-09-05 05:45:00,P-17,2.38,66.1
2026-09-05 06:00:00,P-17,2.65,67.1
2026-09-05 06:15:00,P-17,2.42,66.4
2026-09-05 06:30:00,P-17,2.57,67.1
2026-09-05 06:45:00,P-17,2.53,66.7
2026-09-05 07:00:00,P-17,2.73,66.7
2026-09-05 07:15:00,P-17,2.58,66.6
2026-09-05 07:30:00,P-17,2.68,67.5
2026-09-05 07:45:00,P-17,2.65,66.1
2026-09-05 08:00:00,P-17,2.66,67.6
2026-09-05 08:15:00,P-17,2.76,67.1
2026-09-05 08:30:00,P-17,3.05,66.7
2026-09-05 08:45:00,P-17,3.04,66.2
2026-09-05 09:00:00,P-17,3.04,67.4
2026-09-05 09:15:00,P-17,3.07,67.0
2026-09-05 09:30:00,P-17,3.0,66.0
2026-09-05 09:45:00,P-17,2.91,65.6
2026-09-05 10:00:00,P-17,3.07,65.5
2026-09-05 10:15:00,P-17,2.81,66.8
2026-09-05 10:30:00,P-17,3.02,65.9
2026-09-05 10:45:00,P-17,3.05,66.1
2026-09-05 11:00:00,P-17,2.91,65.8
2026-09-05 11:15:00,P-17,2.95,66.1
2026-09-05 11:30:00,P-17,2.88,65.5
2026-09-05 11:45:00,P-17,3.06,64.7
2026-09-05 12:00:00,P-17,2.73,65.7
2026-09-05 12:15:00,P-17,2.89,65.4
2026-09-05 12:30:00,P-17,2.87,67.1
2026-09-05 12:45:00,P-17,3.06,67.5
2026-09-05 13:00:00,P-17,3.25,67.3
2026-09-05 13:15:00,P-17,3.15,68.5
2026-09-05 13:30:00,P-17,3.27,69.4
2026-09-05 13:45:00,P-17,3.19,69.7
2026-09-05 14:00:00,P-17,3.29,69.5
2026-09-05 14:15:00,P-17,3.39,70.2
2026-09-05 14:30:00,P-17,3.27,72.4
2026-09-05 14:45:00,P-17,3.53,73.1
2026-09-05 15:00:00,P-17,3.33,72.4
2026-09-05 15:15:00,P-17,3.68,74.9
2026-09-05 15:30:00,P-17,3.59,74.2
2026-09-05 15:45:00,P-17,3.88,76.3
2026-09-05 16:00:00,P-17,3.6,76.0
2026-09-05 16:15:00,P-17,3.91,77.0
2026-09-05 16:30:00,P-17,3.81,76.8
2026-09-05 16:45:00,P-17,4.16,77.3
2026-09-05 17:00:00,P-17,3.91,78.3
2026-09-05 17:15:00,P-17,4.08,79.8
2026-09-05 17:30:00,P-17,4.08,81.3
2026-09-05 17:45:00,P-17,4.4,82.4
2026-09-05 18:00:00,P-17,4.43,83.1
2026-09-05 18:15:00,P-17,4.67,84.0
2026-09-05 18:30:00,P-17,4.74,83.7
2026-09-05 18:45:00,P-17,4.53,84.0
2026-09-05 19:00:00,P-17,4.99,86.1
2026-09-05 19:15:00,P-17,4.96,85.9
2026-09-05 19:30:00,P-17,5.12,86.9
2026-09-05 19:45:00,P-17,5.08,87.6
2026-09-05 20:00:00,P-17,5.31,88.5
2026-09-05 20:15:00,P-17,5.4,88.9
2026-09-05 20:30:00,P-17,5.66,90.6
2026-09-05 20:45:00,P-17,5.63,91.3
2026-09-05 21:00:00,P-17,6.1,92.3
2026-09-05 21:15:00,P-17,5.88,93.9
2026-09-05 21:30:00,P-17,6.16,93.7
2026-09-05 21:45:00,P-17,6.38,95.7
2026-09-05 22:00:00,P-17,6.48,96.4
2026-09-05 22:15:00,P-17,6.48,97.7
2026-09-05 22:30:00,P-17,6.67,96.9
2026-09-05 22:45:00,P-17,6.96,97.9
2026-09-05 23:00:00,P-17,6.93,99.2
2026-09-05 23:15:00,P-17,7.05,101.1
2026-09-05 23:30:00,P-17,7.52,102.2
2026-09-05 23:45:00,P-17,7.69,102.2
2026-09-06 00:00:00,P-17,7.59,103.9
2026-09-06 00:15:00,P-17,7.72,104.9
2026-09-06 00:30:00,P-17,2.73,64.3
2026-09-06 00:45:00,P-17,2.9,65.5
2026-09-06 01:00:00,P-17,3.14,64.8
2026-09-06 01:15:00,P-17,3.07,65.5
2026-09-06 01:30:00,P-17,3.05,65.8
2026-09-06 01:45:00,P-17,3.1,65.8
2026-09-06 02:00:00,P-17,2.99,66.6
2026-09-06 02:15:00,P-17,3.11,67.0
2026-09-06 02:30:00,P-17,2.83,66.3
2026-09-06 02:45:00,P-17,3.03,65.9
2026-09-06 03:00:00,P-17,2.94,66.8
2026-09-06 03:15:00,P-17,2.77,65.8
2026-09-06 03:30:00,P-17,2.95,65.7
2026-09-06 03:45:00,P-17,2.72,66.8
2026-09-06 04:00:00,P-17,2.77,66.4
2026-09-06 04:15:00,P-17,2.85,66.6
2026-09-06 04:30:00,P-17,2.79,67.6
2026-09-06 04:45:00,P-17,2.59,66.8
2026-09-06 05:00:00,P-17,2.62,67.9
2026-09-06 05:15:00,P-17,2.77,66.7
2026-09-06 05:30:00,P-17,2.7,66.4
2026-09-06 05:45:00,P-17,2.68,67.9
2026-09-06 06:00:00,P-17,2.48,67.2
2026-09-06 06:15:00,P-17,2.46,67.1
2026-09-06 06:30:00,P-17,2.56,67.1
2026-09-06 06:45:00,P-17,2.41,67.9
2026-09-06 07:00:00,P-17,2.34,67.2
2026-09-06 07:15:00,P-17,2.36,66.7
2026-09-06 07:30:00,P-17,2.32,65.9
2026-09-06 07:45:00,P-17,2.23,65.8
2026-09-06 08:00:00,P-17,2.03,66.0
2026-09-06 08:15:00,P-17,2.28,65.7
2026-09-06 08:30:00,P-17,2.04,65.7
2026-09-06 08:45:00,P-17,2.1,67.3
2026-09-06 09:00:00,P-17,1.85,65.7
2026-09-06 09:15:00,P-17,2.01,66.8
2026-09-06 09:30:00,P-17,1.87,66.7
2026-09-06 09:45:00,P-17,2.11,66.5
2026-09-06 10:00:00,P-17,1.98,65.7
2026-09-06 10:15:00,P-17,2.08,65.5
2026-09-06 10:30:00,P-17,1.98,66.2
2026-09-06 10:45:00,P-17,2.11,66.5
2026-09-06 11:00:00,P-17,2.05,64.9
2026-09-06 11:15:00,P-17,2.06,64.4
2026-09-06 11:30:00,P-17,2.21,64.3
2026-09-06 11:45:00,P-17,2.27,65.9
2026-09-06 12:00:00,P-17,2.01,64.9
2026-09-06 12:15:00,P-17,2.25,65.6
2026-09-06 12:30:00,P-17,2.15,65.6
2026-09-06 12:45:00,P-17,2.14,64.3
